PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
Amherst Rd,W of Jackson Rd,Knox,47000434,TDOT,,93000434,ACTIVE,,-84.02333491,35.95797586,,3207,5054,3727,3250,3510,3450,3383,3296,3047,2975,2969,2825,3350,3194,3275,3303,3817,3700,3362,3555,3460,3316,3280
I-40 Ramp,,Knox,47000093R,TDOT,,47000093R,ACTIVE,,-83.70196581,35.99747688,,,,,,,,,,,,,,,,,,,,1628,1788,1218,1649,1589
I-40 Ramp,,Knox,47000090R,TDOT,,47000090R,ACTIVE,,-83.70163881,35.99576588,,,,,,,,,,,,,,,,,,,,1549,2531,1280,1565,1454
I-40 Ramp,,Knox,47000091R,TDOT,,47000091R,ACTIVE,,-83.69694381,35.99599188,,,,,,,,,,,,,,,,,,,,540,597,494,607,577
I-40 Ramp,,Knox,47000092R,TDOT,,47000092R,ACTIVE,,-83.69760981,35.99766288,,,,,,,,,,,,,,,,,,,,583,574,424,587,836
E Emory Rd,W of Pedigo Rd,Knox,47000323,TDOT,,93000323,ACTIVE,,-83.9854279,36.05693088,16145,16893,17894,18203,18316,19599,20206,20119,20723,19820,20415,23558,23335,23708,24277,22555,23274,23507,27383,29331,29053,27153,28511,28197
Weisgarber Rd,S of Casey Dr,Knox,47000325,TDOT,,93000325,ACTIVE,,-84.0132079,35.94729186,18777,17261,18109,20879,20631,16121,16113,16485,16672,17709,18660,17723,19004,19093,20541,21387,18555,22543,23803,21049,20570,20256,20408,20184
Middlebrook Pk,W of Knott Rd,Knox,47000326,TDOT,,93000326,ACTIVE,,-84.0011329,35.95677086,33252,32960,34463,35963,31283,34415,36221,33812,29965,27985,28738,25067,23425,22059,23615,25322,25168,26021,26798,27906,22858,24466,22792,23241
I-275,N of Elm St Overpass,Knox,47000256,TDOT,,93000256,ACTIVE,,-83.93278194,35.97425611,63780,57143,61278,62794,56341,60124,61199,55648,60722,57530,59787,60612,59818,59609,61282,59918,62570,61809,75829,79736,72488,64369,67587,61084
I-75,N of Inskip Dr Overpass,Knox,47000257,TDOT,,93000257,ACTIVE,,-83.96909754,36.00825816,62350,65800,67485,77223,82575,83194,81300,85368,86826,88950,82321,80497,89058,80807,80973,80106,88832,89720,86230,87092,92361,79723,101296,89876
I-75,N of Murray Dr Overpass,Knox,47000258,TDOT,,93000258,ACTIVE,,-83.9883063,36.01826794,56780,57678,59227,64096,66337,69135,68872,72506,73026,76998,69759,68605,78272,80183,78864,70050,78262,79317,75997,76799,80144,73320,93929,93298
Grand Av,E of 19th St,Knox,47000259,TDOT,,93000259,ACTIVE,,-83.93735388,35.96061086,1924,2146,2146,1565,1518,1564,831,1167,1901,2179,2718,2684,2718,2963,3020,3002,3065,5494,5066,4931,4445,4155,4500,4757
E Emory Rd,E of Willow Fork Ln,Knox,47000019,TDOT,,93000019,ACTIVE,,-83.91890088,36.08564989,9476,11430,12829,11236,12105,12600,12267,11770,10909,11236,11112,10728,11406,10403,10806,10363,12727,12299,12222,11976,12604,11106,12226,12625
Howard Baker Jr Ave,W of Salvus St,Knox,47000269,TDOT,,93000269,ACTIVE,,-83.91095888,35.96642786,5415,3827,3652,3154,3380,2979,2839,2904,2820,2631,3132,2980,3219,2835,3318,3439,3169,2978,2730,2809,2733,2778,2661,1817
James White Pkwy,At Jackson Ave Overpass,Knox,47000270,TDOT,,93000270,ACTIVE,,-83.91612379,35.97138338,48330,40435,44244,44490,44959,41055,42273,42919,42384,44206,44869,45274,46089,47108,44777,45953,31575,35537,38732,38404,41512,33144,26782,26487
E Gov John Sevier Hwy,S of Arnstrong Rd,Knox,47000271,TDOT,,93000271,ACTIVE,,-83.82674785,35.98582487,12795,13772,12781,11959,11815,13560,13833,12091,12481,11836,10806,10562,11420,12174,12037,11472,13127,12947,13117,12800,14375,12859,15408,15547
Spence Pl,Island Home Airport,Knox,47000327,TDOT,,93000327,ACTIVE,,-83.87628487,35.96101886,417,224,289,258,252,248,303,232,264,236,242,183,150,272,280,211,326,251,321,297,232,262,319,248
I-75/640,SW of Gap Rd Underpass,Knox,47000330,TDOT,,93000330,ACTIVE,,-83.97015263,35.99007478,67984,66154,75133,74852,75954,80047,81409,78868,75286,71064,66548,72909,70349,74177,75506,78266,77360,77375,78132,81897,96724,92735,94386,104064
Whittle Springs Rd,N of Fairmont Blvd,Knox,47000346,TDOT,,93000346,ACTIVE,,-83.91503288,36.01032787,8724,8084,8523,9200,8514,8800,8172,8319,8100,6826,7582,6399,6444,6434,6498,6948,7024,6948,7211,6273,7060,5615,5275,5554
N Cherry St,S of Washington Ave,Knox,47000347,TDOT,,93000347,ACTIVE,,-83.89611071,35.98881597,19859,18661,13716,17692,14082,14504,14600,13420,13777,12775,12679,11662,11858,13280,14265,14408,13556,13756,14273,15618,13272,15047,16620,17423
Ed Shouse Dr,N of Middlebrook Pk,Knox,47000349,TDOT,,93000349,ACTIVE,,-83.98247258,35.96627878,26873,30140,29918,27701,25448,29572,27857,26175,24624,23280,22568,20439,19855,22160,22725,23977,22920,23646,22028,22301,20190,17929,22146,21675
N Cedar Bluff Rd,S of I-40/75,Knox,47000350,TDOT,,93000350,ACTIVE,,-84.08739193,35.91341085,16155,17066,16697,16559,16187,17321,15655,16443,17328,16092,15451,15360,16169,17047,19243,18508,19139,19501,19696,21059,22256,19763,28137,28343
Brickyard Rd,N of Levy Dr,Knox,47000351,TDOT,,93000351,ACTIVE,,-84.03416592,36.03422187,1475,1319,1500,1530,1530,1567,1598,1646,1656,1662,1626,1708,1750,1949,1996,2002,646,705,705,712,672,692,740,582
Fort Sumpter Rd,W of Foust Hollow Rd,Knox,47000386,TDOT,,93000386,ACTIVE,,-83.92849889,36.1225669,307,374,380,291,280,353,374,313,322,293,308,301,295,325,282,298,360,335,350,322,362,308,384,403
Old Broadway,N of N Broadway,Knox,47000501,TDOT,,93000501,ACTIVE,,-83.92377388,36.01606387,,,,,,,,,,,,8666,8292,8524,9066,8032,9514,9385,9362,9513,9755,8575,8036,7917
Libery St,N of Division St,Knox,47000502,TDOT,,93000502,ACTIVE,093C085,-83.96555289,35.95704086,,,,,,,,,,,,9216,8969,9311,8284,9087,9178,9648,10095,8183,9768,12576,8182,8725
N Central St,S of E Jackson Ave,Knox,47000503,TDOT,,93000503,ACTIVE,,-83.91828188,35.96998786,,,,,,,,,,,,3432,3471,3669,3327,3457,4058,3700,3840,3903,3086,2740,3715,3674
Sevierville Pk,E of E Red Bud Rd,Knox,47000504,TDOT,,93000504,ACTIVE,,-83.88348587,35.94364586,,,,,,,,,,,,2446,1988,2408,2504,2381,2546,2541,2598,2683,3144,2861,2093,2715
W 5th Ave,W of N Broadway,Knox,47000505,TDOT,,93000505,ACTIVE,093C218,-83.92505088,35.97252786,,,,,,,,,,,,5422,5742,5558,5364,5101,5369,6251,5550,5872,5380,4777,6912,7664
Parkside Dr,E of N Campbell Station Rd,Knox,47000506,TDOT,,93000506,ACTIVE,093M096,-84.16710523,35.89852097,,,,,,,,,,,,21898,19172,17536,19809,19846,20907,20163,19987,22777,20232,17264,24705,20233
Pellissippi Py,N of Bluegrass Rd,Knox,47000414,TDOT,,93000414,ACTIVE,,-84.08376769,35.86764195,29779,34183,34772,38942,41825,46047,45318,43902,41000,39933,42709,43696,44157,49088,49059,46394,49829,48322,48071,48708,48609,43432,47990,47462
Pellissippi Py,N of George Williams rd,Knox,47000415,TDOT,,93000415,ACTIVE,,-84.10913791,35.88927179,35275,38918,42345,44603,40867,47502,47068,48133,46811,45924,49403,50663,50910,56306,55968,53539,56691,55092,54883,55497,55861,48625,54523,55194
I-40/75,Weigh Station,Knox,37,TDOT,This counter was given a local ID of 37 in 2020. Conger said not to move to location in 2021 TDOT data,93000990,ACTIVE,,-84.19431596,35.89382384,84065,85813,91163,87681,86864,89062,92003,93088,88548,85298,96738,92881,95044,95501,96958,90550,98417,105973,108763,,,75795,79585,112208
Tazewell Pk,At Union Co Line,Knox,47000205,TDOT,,93000205,ACTIVE,,-83.81527786,36.16564691,5511,5381,5071,5267,5590,5999,5941,5283,5183,4884,4821,4717,4484,4868,4759,4902,4170,4742,4911,5141,5426,4512,4665,4614
Old Stage Rd,E of McFee Rd,Knox,47000425,TDOT,,93000425,ACTIVE,093M079,-84.20090696,35.86393383,,4645,4654,4402,4509,5022,5275,5445,4496,5003,4884,5308,5334,5322,5771,5944,6102,6152,6533,7689,9048,7149,12138,10749
Sevier Ave,E of Gay St,Knox,47000426,TDOT,,93000426,ACTIVE,,-83.91201188,35.95640286,,4527,4121,2847,3218,3315,3606,3394,3824,3356,3457,2416,2479,2119,2272,1933,2423,2125,2200,2286,2319,2516,,3036
Dutchtown Rd,W of Floyd Ln,Knox,47000427,TDOT,,93000427,ACTIVE,,-84.10408093,35.92728985,,6944,7253,6939,6886,6884,7091,6957,5282,5049,5606,5311,6268,6007,6403,7469,8055,8285,9058,9938,9368,8530,8300,9155
University Av,W of Clyde St,Knox,47000352,TDOT,,93000352,ACTIVE,,-83.94189289,35.96540686,16718,18181,18563,16838,15699,16116,16821,18408,16724,16213,14341,14340,13557,13894,12832,13840,13974,15537,16108,15689,15601,15414,14726,15902
Cooper St,W of King St,Knox,47000353,TDOT,,93000353,ACTIVE,,-83.92037588,35.97102086,1664,1725,1538,1339,1215,1251,1174,1007,2030,2091,1499,1543,828,840,912,921,930,1400,1098,1109,1260,941,983,920
Woodbine Av,Between Olive St & Spruce St,Knox,47000354,TDOT,,93000354,ACTIVE,,-83.90052087,35.98449087,832,1337,784,714,855,715,743,720,768,791,758,497,454,458,495,500,459,446,465,474,501,425,373,342
Vanosdale Rd,N of Bennington Dr,Knox,47000355,TDOT,,93000355,ACTIVE,,-84.03751491,35.93711785,13599,12808,13469,14000,12265,14281,14407,12225,11950,10951,9849,10605,12211,11060,11597,12634,12760,12266,11720,12196,11218,11330,11896,12329
Cedar Ln,W of Montrose Rd,Knox,47000357,TDOT,,93000357,ACTIVE,,-83.94873089,36.02830688,12798,13849,15923,11392,12395,12571,11743,11337,11396,10485,10767,10288,10393,11125,11062,11237,10814,11554,10855,11265,11059,9351,9819,10064
Rutledge Pk,S of I-40,Knox,47000358,TDOT,,93000358,ACTIVE,,-83.87462687,36.00419887,10667,9710,9693,9521,9512,10418,9544,9347,9666,9776,9681,8359,8250,8749,8838,8840,8928,9978,10023,10214,11583,9122,10814,7875
Carter School Rd,N of Thorngrove Pk,Knox,47000063,TDOT,,93000063,ACTIVE,,-83.69715481,36.00732288,1598,1724,1707,1524,1525,1598,1449,1343,1177,1212,1291,1402,1238,1244,1156,1325,1250,1258,1180,1121,1155,1040,1237,1155
Midway Rd,S of I-40,Knox,47000064,TDOT,,93000064,ACTIVE,,-83.69740981,35.99122988,2097,2235,2333,2113,2150,2117,2137,2031,1993,1873,2082,2045,1984,2042,1839,1831,1826,2227,2000,2067,2362,2184,2136,2106
Huckleberry Springs Rd,S of I-40,Knox,47000066,TDOT,,93000066,ACTIVE,,-83.76573884,36.00000188,2094,2246,2288,2332,2531,2515,2711,2434,2300,2231,2404,2284,2210,2349,2507,2260,2375,2240,2468,2568,2856,2251,2124,2134
Strawberry Plains Pk,E of Moshina Rd,Knox,47000067,TDOT,,93000067,ACTIVE,,-83.79597684,35.98760987,7916,10054,9916,9256,10159,9783,10429,10374,9366,8328,8809,7776,8422,7515,7084,7459,8252,8019,8069,7973,9073,8137,9000,9628
Boyds Bridge Pk,Bridge at Holston River,Knox,47000069,TDOT,,93000069,ACTIVE,,-83.85786586,35.98466687,3496,4497,3976,3831,4427,4508,4175,4128,3960,3503,4097,3933,2796,3223,3099,3270,3519,3660,3619,4243,4139,4491,4259,4559
E Magnolia Ave,W of Morgan St,Knox,47000070,TDOT,,93000070,ACTIVE,,-83.91905588,35.97322687,10128,10260,11116,9279,8934,9682,10054,10256,10356,10667,7583,8424,9382,1746,1732,1749,1851,1851,1910,2446,1842,1529,1373,1817
Bruhin Rd,N of Heiskell Ave,Knox,47000071,TDOT,,93000071,ACTIVE,,-83.94971489,35.99584087,10871,11381,11515,10360,11247,12089,10901,10657,10546,10834,10436,10011,9520,10248,10307,10320,11424,11753,11558,10867,12025,10532,11280,10748
Central Avenue Pk,S of Inskip Dr,Knox,47000072,TDOT,,93000072,ACTIVE,,-83.96505289,36.00686487,7839,9718,8907,7849,8212,8635,8080,8081,8131,8375,8318,8428,7532,7708,7939,7828,7483,7840,7612,7623,8144,7713,8099,7924
Clinton Hwy,S of Tillery Rd,Knox,47000073,TDOT,,93000073,ACTIVE,,-83.96546532,35.99968154,30533,28434,29146,29720,27798,29432,31602,27132,26293,25169,24210,24677,24199,26320,25526,25841,26845,27681,27556,27993,26885,21926,21084,21532
Pleasant Ridge Rd,S of I-640,Knox,47000074,TDOT,,93000074,ACTIVE,,-83.9758399,35.98220887,10575,10575,11270,10331,10096,10856,10646,10993,10371,10140,10373,10684,10645,8181,9417,9171,9376,8765,8853,7613,9764,8886,10237,9885
Byington Solway Rd,E of Crosslane Rd,Knox,47000560,TDOT,,93000560,ACTIVE,,-84.13009882,35.96634189,,,,,,,,,,,,,,,,,,4450,4495,4235,3864,3999,3455,3202
Walnut St,N of Neyland Dr,Knox,47000561,TDOT,,93000561,ACTIVE,,-83.91744033,35.95940585,,,,,,,,,,,,,,,,,,,3528,3294,3557,3644,2174,3201
E Young High Pk,E of Chapman Hwy,Knox,47000562,TDOT,,93000562,ACTIVE,,-83.9024413,35.9364478,,,,,,,,,,,,,,,,,,3418,3452,3246,4548,3237,3399,3601
Sevierville Pk,S of Bays Mountain Rd,Knox,47000563,TDOT,,93000563,ACTIVE,093M252,-83.79663706,35.89489569,,,,,,,,,,,,,,,,,,1103,1271,1044,1084,963,1139,1126
Brown Gap Rd,S of Bell Rd,Knox,47000564,TDOT,,93000564,ACTIVE,,-83.90056427,36.08965413,,,,,,,,,,,,,,,,,,1467,1482,1735,1659,1599,1823,1733
Crippen Rd,E of Maynardville Pk,Knox,47000565,TDOT,,93000565,ACTIVE,093M222,-83.92723833,36.0724441,,,,,,,,,,,,,,,,,,4274,4445,4326,4213,4339,4513,4499
Roberts Rd,S of E Emory Rd,Knox,47000566,TDOT,,93000566,ACTIVE,093M036,-83.80406903,36.13615223,,,,,,,,,,,,,,,,,,2610,2477,2575,2397,2129,2391,2573
Jenkins Rd,W of Joe Hinton Rd,Knox,47000567,TDOT,,93000567,ACTIVE,093M364,-84.07329319,35.95277535,,,,,,,,,,,,,,,,,,1163,1115,1058,1316,1056,1072,982
Bakertown Rd,S of Ball Rd,Knox,47000568,TDOT,,93000568,ACTIVE,093M300,-84.08509422,35.97133389,,,,,,,,,,,,,,,,,,1188,1200,1061,1366,1349,1416,1400
Bakertown Rd,S of Ball Camp Pk,Knox,47000569,TDOT,,93000569,ACTIVE,,-84.0783877,35.96513188,,,,,,,,,,,,,,,,,,3162,2685,2805,3547,3513,3485,2730
Beaver Cr Dr,W of Old Clinton Pk,Knox,47000570,TDOT,,93000570,ACTIVE,093M054,-84.05053463,36.01501199,,,,,,,,,,,,,,,,,,5292,5345,5012,5805,5235,5803,5739
W Beaver Creek Dr,W of Brickyard Rd,Knox,47000571,TDOT,,93000571,ACTIVE,093M090,-84.02758857,36.021841,,,,,,,,,,,,,,,,,,5276,5953,5803,5841,5187,5446,5699
Parkside Dr,E of Lovell Rd,Knox,47000507,TDOT,,93000507,ACTIVE,,-84.13440767,35.90617272,,,,,,,,,,,,14388,12809,13254,13538,13079,14369,14162,13917,14756,14983,14068,15111,14945
Greenway Dr,E of Beverly Rd,Knox,47000508,TDOT,,93000508,ACTIVE,,-83.89618287,36.03204288,,,,,,,,,,,,6275,5233,5833,5770,5502,5762,6408,5987,6220,6492,6071,6191,5780
Sanderson Rd,S of Western Ave,Knox,47000509,TDOT,,93000509,ACTIVE,,-83.97460089,35.97009286,,,,,,,,,,,,4376,4458,4659,4815,4487,5073,5133,4626,5027,5014,4452,6050,5860
Sherrill Blvd,E of Christian Academy Blvd,Knox,47000510,TDOT,,93000510,ACTIVE,093M083,-84.09966593,35.92125585,,,,,,,,,,,,4815,4884,4538,4326,4494,5080,5087,4913,4954,8563,6327,5531,8911
N Hall of Fame Dr,N of E Fifth Ave,Knox,47000511,TDOT,,93000511,ACTIVE,093C273,-83.91664588,35.97785087,,,,,,,,,,,,12291,12353,14819,13487,14146,13730,14274,14393,13915,14267,12546,12198,13870
W Blount Ave,W of Chapman Hwy,Knox,47000512,TDOT,,93000512,ACTIVE,,-83.91927288,35.95217386,,,,,,,,,,,,2972,2176,2669,3105,3196,3370,3836,3968,3086,3508,3574,3753,3652
Hillwood Dr,W of South Haven Rd,Knox,47000513,TDOT,,93000513,ACTIVE,,-83.89144587,35.95829586,,,,,,,,,,,,446,498,2327,2563,2574,2776,3108,3496,3520,3995,3548,2940,2741
E 5th Ave,E of North Central St,Knox,47000461,TDOT,,93000461,ACTIVE,,-83.92012288,35.97454187,,,,,,,,,,,,23690,6154,5844,5876,7073,7360,6379,7121,6463,5834,4955,5208,6086
Hill Ave,E of Hall of Fame Dr,Knox,47000095,TDOT,,93000095,ACTIVE,,-83.91093188,35.96254286,,,5741,5224,6303,6383,6048,6316,6252,6440,6252,5407,4663,5042,5325,5213,5731,6433,6430,7041,7588,7475,8075,7377
Volunteer Bv,S of Cumberland Ave,Knox,47000401,TDOT,,93000401,ACTIVE,,-83.92981288,35.95647386,12051,15193,12199,12643,11152,11032,11963,10266,10574,11410,10462,9119,9820,7683,7913,8150,8979,8841,9374,9697,10071,8943,9390,9287
Melrose Pl,S of Cumberland Ave,Knox,47000402,TDOT,,93000402,ACTIVE,,-83.93205888,35.95607786,8329,9597,10167,8583,9326,8758,9141,7949,7524,7515,6771,7365,6939,6868,6321,6384,6934,6847,7154,2423,8145,6914,4522,5339
Cumberland Av,Between 17th St & 16th St,Knox,47000403,TDOT,,93000403,ACTIVE,,-83.93158888,35.95683786,25929,24189,25033,25215,23288,23111,23869,22667,21016,20579,20790,20915,18693,17267,15864,17104,18594,17457,18822,8070,8151,14511,12377,12241
Cumberland Av,Between 17th St & 18th St,Knox,47000404,TDOT,,93000404,ACTIVE,,-83.93329288,35.95620686,26232,26404,28458,25511,23500,22025,24250,22370,20732,22670,21815,20800,19828,20066,18825,19185,18253,18425,18609,16020,15494,17937,14546,14904
Clinch Ave,Between 17th St & 18th St,Knox,47000406,TDOT,,93000406,ACTIVE,,-83.93424688,35.95792586,5889,6473,6550,5464,5266,4660,5168,4972,5138,5513,5521,5281,5067,5130,5049,5181,5336,5270,5414,5454,5518,8113,8519,5977
Clinch Ave,Between 17th St & 16th St,Knox,47000407,TDOT,,93000407,ACTIVE,,-83.93252588,35.95856386,4632,4373,4637,4120,4236,4543,4539,4350,4282,4774,4698,4077,4002,3950,4558,4134,4549,4014,4401,4974,4157,5124,3063,4045
Campbell Station Rd,S of Kingston Pk,Knox,47000454,TDOT,,93000454,ACTIVE,093M383,-84.15661694,35.87829084,,,,,,,,6801,7005,8085,7610,8112,8533,9221,9734,10124,10608,11313,11474,11705,11349,10142,13387,11928
I-40,E of Midway Rd,Knox,47000450,TDOT,,93000450,ACTIVE,,-83.65441796,35.98762238,,,,,,,,65990,67654,65874,86384,70418,63349,66839,65161,63896,77155,70550,75790,76810,67331,70478,84952,76891
Maloneyville Rd,N of Washington Pk,Knox,47000338,TDOT,,93000338,ACTIVE,,-83.84189386,36.07823989,1694,1337,1615,1304,1134,1494,1423,1618,1379,1420,1473,1646,1589,1439,1576,1669,1757,1727,1818,1630,1746,1449,1264,1297
Millertown Pk,E of Roberts Rd,Knox,47000339,TDOT,,93000339,ACTIVE,,-83.77594584,36.08255289,1073,884,1109,1051,1147,1100,1245,1277,1294,1378,1289,1283,1321,1071,1045,1105,1113,1298,1308,1401,1593,1330,1295,1301
SR 61,W of Grainger County line,Knox,47000453,TDOT,,93000453,ACTIVE,,-83.73314683,36.16084891,,,,,,,1489,1537,1682,1934,1948,2141,1894,2150,1906,2004,2190,2429,2791,2849,2688,3000,3160,3230
I-40,E of I-275,Knox,47000456,TDOT,,93000456,ACTIVE,,-83.92421192,35.97034871,,,,,,,,,100942,100611,114840,110566,119005,119584,137337,107546,136067,137591,145208,126779,135469,104800,115780,124560
Pellissippi Pkwy,S of Hardin Valley Rd,Knox,47000458,TDOT,,93000458,ACTIVE,,-84.15233713,35.9417119,,,,,,,,,,48546,50002,,57326,57611,56484,59114,57143,59264,59594,67112,70346,56264,59077,58427
Pellissippi Pkwy,S of Lovell Rd,Knox,47000459,TDOT,,93000459,ACTIVE,,-84.14113373,35.931791,,,,,,,,,,49850,51346,,54422,59776,59528,62946,62724,67001,71701,70753,74442,75930,79727,62700
Strawberry Plains Pk,E of Molly Bright Rd,Knox,47000059,TDOT,,93000059,ACTIVE,,-83.74763483,36.01914088,6204,6560,6842,6792,7292,7326,7041,6308,5561,6415,6444,6238,5934,6399,6094,6114,5986,6776,7185,7010,6786,6889,6249,5493
Andrew Johnson Hwy,N of Asheville Hwy,Knox,47000060,TDOT,,93000060,ACTIVE,,-83.73014507,36.03037395,21396,19743,19940,22225,19235,21419,19642,18551,18063,19610,18121,18210,17934,18506,18587,18016,18271,19644,18622,19099,19327,17162,17282,18196
Asheville Hwy,W of Stingtown Rd,Knox,47000062,TDOT,,93000062,ACTIVE,,-83.71313482,36.02369688,5451,5956,5801,5733,5708,5481,5916,5541,5243,4806,4974,4837,4865,4863,4477,4610,5018,4893,5279,4810,5203,4811,4971,4599
Phillip Fulmer Way,S of Cumberland Ave,Knox,47000400,TDOT,,93000400,ACTIVE,,-83.92803088,35.95700586,6564,5464,5980,6199,5407,5782,5313,4517,4835,5101,4862,3498,4006,3852,3405,3413,3481,3754,3792,3830,3998,5718,6004,5938
13th St,N of Highland Ave,Knox,47000397,TDOT,,93000397,ACTIVE,,-83.92852388,35.96219586,981,1082,1049,971,895,827,915,883,929,957,894,925,908,838,743,735,706,964,947,831,852,781,928,1020
11th St,Between Cumberland Ave and White Ave,Knox,47000398,TDOT,,93000398,ACTIVE,,-83.92494788,35.96001386,5983,6664,7779,6598,6696,6795,7528,6944,7152,7740,7063,7248,7385,7423,5750,5863,5537,5460,5515,5473,5743,4102,4307,5775
15th St,N of Laurel Ave,Knox,47000399,TDOT,,93000399,ACTIVE,,-83.92991788,35.96092586,2474,1084,2964,1690,1611,1532,1308,594,1083,1613,1106,1000,1002,1024,1034,914,1017,1069,1001,1019,1033,903,815,806
Raccoon Valley Dr,W of Twinville Rd,Knox,47000004,TDOT,,93000004,ACTIVE,,-83.99448691,36.1336059,1486,1417,1515,1510,1424,1481,1510,1583,1545,1374,1476,1631,1538,1610,1384,1334,1666,1545,1669,1509,1683,1439,1330,1519
Tazewell Pk,S of Twin Oak Ln,Knox,47000006,TDOT,,93000006,ACTIVE,,-83.85467387,36.1311559,7759,7738,7353,7781,8169,8373,8129,8129,8169,8477,8417,7117,7527,7802,7215,8271,7103,7258,7202,8153,7958,7390,7660,8384
E Emory Rd,E of Tazewell Pk,Knox,47000009,TDOT,,93000009,ACTIVE,,-83.84711987,36.1230599,5738,5778,5250,5122,5276,5429,5761,5222,4998,5104,4729,5249,5430,5208,5156,4749,5072,5480,5180,5905,6312,5526,5702,5639
Boruff Rd,S of Emory Rd,Knox,47000010,TDOT,,93000010,ACTIVE,,-83.82423586,36.1300229,623,698,725,636,726,740,707,726,649,720,685,665,667,672,745,728,857,931,987,993,870,775,687,816
E Emory Rd,E of Jim Wolfe Rd,Knox,47000011,TDOT,,93000011,ACTIVE,,-83.78519785,36.14628291,2340,2392,2613,2380,2732,2825,2858,2441,2621,2545,2444,2500,2371,2333,2236,2587,2488,2630,2795,2773,2520,2724,1972,2239
Washington Pk,N of Emory Rd,Knox,47000012,TDOT,,93000012,ACTIVE,,-83.73758684,36.15684491,1420,1584,1375,1308,1278,1313,1489,1492,2132,2196,1536,606,624,526,490,565,571,580,621,645,674,599,716,769
E Emory Rd,E of Dyer Rd,Knox,47000013,TDOT,,93000013,ACTIVE,,-83.74374784,36.15314091,1278,1281,1297,1323,1434,1452,1394,1286,1250,1084,1146,1199,1014,1093,991,1140,1140,1253,1359,1333,1305,1330,1368,1502
Washington Pk,N of Zacharytown Rd,Knox,47000014,TDOT,,93000014,ACTIVE,,-83.74205084,36.14660591,907,1048,1100,1089,1123,1311,1259,1370,1307,569,506,537,553,454,439,416,428,472,469,459,477,491,508,543
N Cedar Bluff Rd,N of Sherrill Blvd,Knox,47000127,TDOT,,93000127,ACTIVE,,-84.09367293,35.92382185,38185,30113,36084,30472,29308,31650,28911,28693,30101,28348,24789,25592,24687,25988,25682,24136,26210,26460,26095,26393,26798,28496,23064,22889
Callahan Drive,E of Old Callahan,Knox,47000451,TDOT,"Moved to the east side of Central Ave Pk in 2021, per Conger",93000451,ACTIVE,,-83.991464,36.027622,,,,,,,15500,18071,18545,19101,20624,21243,22044,23312,6415,6440,6627,7119,6614,7485,7560,6396,6222,6896
Old Callahan Drive,E of Clinton Highway,Knox,47000448,TDOT,,93000448,ACTIVE,,-84.01666891,36.01225487,,,,,,,16658,3341,3821,21223,21253,21381,21292,23130,23484,21950,23947,24186,24418,25115,25430,23955,24903,27798
Joe Johnson Drive,E of Neyland Dr,Knox,47000449,TDOT,,93000449,ACTIVE,,-83.93939888,35.94771986,,,,,,,3502,5246,7516,6518,6714,6915,5414,3982,5189,5951,7100,7643,7424,6826,7377,6859,7202,7123
N Gallaher View Rd,N of Kingston Pike,Knox,47000500,TDOT,,93000500,ACTIVE,,-84.05897792,35.92382185,,,,,,,,,,,,19161,18086,18171,18716,19277,19470,19519,19621,19798,20778,18451,20980,19684
Hollywood Rd,S of I-40,Knox,47000487,TDOT,,93000487,ACTIVE,,-83.9816639,35.94921386,,,,,,,,,,,,7029,6732,6934,7433,8200,7991,8648,8442,8450,8155,7242,8330,9316
I-75,Copeland Dr & Brushy Valley Rd,Knox,47000272,TDOT,,93000272,ACTIVE,,-84.01554334,36.07747676,37606,36780,40792,41129,42182,44261,44105,46120,45412,46117,39527,36523,45639,46190,47294,37502,43697,44236,41302,42150,44905,50677,57022,58052
Cherokee Trl,E of Alcoa Hwy,Knox,47000273,TDOT,,93000273,ACTIVE,,-83.94040788,35.93661386,3490,4006,4347,4229,4511,4455,4636,4482,4616,4754,9619,9895,10192,11984,11238,10353,9931,10848,12410,12999,12707,13953,11833,11703
W Gov John Sevier Hwy,W of Twin Creeks Rd,Knox,47000290,TDOT,,93000290,ACTIVE,,-83.90273187,35.89213585,13110,14941,13901,13604,14495,15338,14987,15281,15068,15433,15064,14364,15577,15754,14430,14440,14950,14947,15207,16521,17640,20749,16617,16411
Merchants Dr,W of I-75,Knox,47000292,TDOT,,93000292,ACTIVE,,-83.9754629,36.00856587,28054,29213,28853,26466,27522,29223,24505,25009,24358,22024,20824,20240,18569,21659,26483,22567,24354,23125,22950,23340,23310,17682,21982,21740
Rutledge Pk,E of Branville Rd,Knox,47000293,TDOT,,93000293,ACTIVE,,-83.80831158,36.04743535,13653,13867,12900,14110,14108,13460,15362,14190,13238,14822,12516,12615,13597,12478,13516,13556,14374,14230,13670,17095,15626,13147,15842,15730
Campbell Station Rd,S of I-40,Knox,47000294,TDOT,,93000294,ACTIVE,,-84.17254095,35.89202284,19225,20751,21399,22931,21838,23677,20163,22215,21341,24040,23333,24668,22322,23918,25452,25785,25235,27836,27198,20965,26890,28334,29011,23918
